refID,Custom Name,Date,Address,Style,Architect,District,Resident,Description,Image Location 1,Image Caption 1,Image Location 2,Image Caption 2,Image Location 3,Image Caption 3,Image Location 4,Image Caption 4,Rating,Latitude,Longitude,Sequence,Slug
ND-SB-00438,,1919,533 River Avenue,American Foursquare,,Edgewater Place,,"This house was constructed by Whitcomb and Keller in 1919 for rental purposes. In 1923, it was sold to Arthur C. and Katheryn Decker. Arthur was the owner of Decker's Auto Trim Shop. The Deckers lived in the house until 1925, when it was purchased by David E. Blackford. He and Frank Kagel operated a soft drink parlor in South Bend.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4832.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4833.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Non-contributing,41.670141,-86.240859,75,nd-sb-00438
ND-SB-00439,Bannon House,1923,537 River Avenue,American Foursquare,,Edgewater Place,,"John M. and Margaret l. Bannon had this home built in 1923. Mr. Bannon was an electrical engineer. In 1933, the property was sold to Aaron Berkowitz, who, in turn , sold it again in 1938, to Aurelia Schwartz, who used the house as rental property.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4829.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4830.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.670062,-86.24075,74,nd-sb-00439
ND-SB-00440,Nicol House,1922,545 River Avenue,Bungalow,,Edgewater Place,,"Sibley Machine and Foundry Corporation superintendent John Nicol, and his wife, Leona, built this house in 1922.  After Mr. Nicol died in 1939, his widow continued living in the house until 1950, when their daughter, Anne Carr, supervisor of the St. Joseph County Welfare Department, purchased it.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4862.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4863.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.670002,-86.240641,73,nd-sb-00440
ND-SB-00441,,1923,547 River Avenue,American Foursquare,,Edgewater Place,,"Newton and Emma Holycross built this house in 1923. Mr. Holycross was a contractor. In 1936 it was purchased by Prudential Insurance Company at Sheriff's sale, for use as a rental house. Bendix maintenance supervisor, Earl Marlowe, and his wife, Frances acquired the house.in 1945.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4865.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4866.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.669921,-86.240538,72,nd-sb-00441
ND-SB-00442,Buttolph House,1920,549 River Avenue,American Foursquare,,Edgewater Place,,"In 1920, Whitcomb and Keller built this house as a rental property.  Foreman Henry J. Buttolph and his wife, Mildred, purchased it in 1923.  Mrs. Buttolph lived in the house after her husband's death in 1928.  University of Notre Dame professor, LeClair H. Ellis, purchased it in 1937.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4859.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4860.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Non-contributing,41.669837,-86.24044,71,nd-sb-00442
ND-SB-00443,Burger House,1922,553 River Avenue,American Foursquare,,Edgewater Place,,"Russell D. and Anna Burger rented this house after it was built in 1922 by Whitcomb and Keller. Mr. Burger was employed by the Studebaker Corporation as a general accountant. In 1925, the Burgers purchased the property and sold it later that year to Rose E. Lamb, a seamstress.",,,,,,,,,Contributing,41.669764,-86.240332,70,nd-sb-00443
ND-SB-00444,Crum House,1922,557 River Avenue,Bungalow,,Edgewater Place,,"Charles Crum, a building contractor, and his wife, Edith, built this home in 1922. He is credited with constructing the first concrete structure in South Bend. Along with his son, Charles Jr., they formed a real estate and insurance company in 1918. The Crum family resided here until 1950.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4892.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4893.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Outstanding,41.669685,-86.240232,69,nd-sb-00444
ND-SB-00445,,1920,559 River Avenue,American Foursquare,,Edgewater Place,,"Local developers, Whitcomb and Keller, built this house in 1920 as a rental. It was rented that year to Waldo G. and Ina Gernandt, president and manager of Gernandt Motor Corporation. They purchased the property in 1922, and sold it in 1925 to Arthur and Allene Simon. In 1924, Arthur, and his brother Philip, opened a branch of their father's produce business, Simon Brothers, in South Bend.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4886.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4887.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Non-contributing,41.669596,-86.24013,68,nd-sb-00445
ND-SB-00446,,1924,713 Arch Avenue,Craftsman,,Edgewater Place,,"Local developers, Whitcomb and Keller constructed this house in 1924, and rented it to George Ahlborn, power superintendent for Studebaker Corporation. During that year, the property was bought by Fayetta F. Ruff. She was a teacher at Central Junior High School. Fayetta lived here with her sister until 1938.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4647.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,,,Notable,41.669519,-86.240404,82,nd-sb-00446
ND-SB-00447,Barn House,1924,548 River Avenue,Dutch Colonial Revival,,Edgewater Place,,"Charles A Barn, Boy Scouts of America executive, built this house in 1924.  In 1928 it was purchased by James Maffat, who sold it to salesman Harry Keleman of Robertson's Department Store, in 1937.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4856.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4857.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.670157,-86.240171,57,nd-sb-00447
ND-SB-00448,Folger House,1922,552 River Avenue,Colonial Revival,,Edgewater Place,,"Charles and Edyth Folger built this house in 1922.  Mr. Folger was president of retail window shade and awning company, Folger Barlick Company.   Studebaker Brothers stenographer, Mary Misher, purchased the house from the Folgers in 1926.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4850.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4851.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.670063,-86.240042,58,nd-sb-00448
ND-SB-00449,Nickerson House,1923,556 River Avenue,Dutch Colonial Revival,,Edgewater Place,,"Whitcomb and Keller built this structure in 1923, and sold it that same year to Robert and Jesse Nickerson. Robert was an assistant production manager at Studebaker. They resided here until 1943, when it was purchased by Ira B. Mishler, who was a foreman for the Studebaker Corporation. The home was then used as a rental property.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4895.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4896.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.669991,-86.239912,59,nd-sb-00449
ND-SB-00450,,1920,805 Arch Avenue,Colonial Revival,,Edgewater Place,,"Built for rental purposes by Whitcomb and Keller in 1920, it was purchased in 1923 by William G. and Fern Ponader. Mr. Ponader had an outstanding career in the real estate business. He was originally secretary-treasurer of The Suburban Development Company, and later, president of the Maple Lane Realty Company.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4676.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4677.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.669821,-86.239728,60,nd-sb-00450
ND-SB-00451,Julian House,1922,549 Edgewater Drive,Craftsman,,Edgewater Place,,"Whitcomb and Keller built this house in 1922.  It was purchased by Oran E and Mary Julian, who lived here until the early 1930s.  Mr. Julian was employed as a manufacturer's agent and salesman, while his wife dedicated her time to volunteer activities.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4707.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4708.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Non-contributing,41.670373,-86.239831,39,nd-sb-00451
ND-SB-00452,Bender House,1920,553 Edgewater Drive,Craftsman,,Edgewater Place,,"This rental property was built in 1920 by Whitcomb and Keller.  Studebaker Plant #2 assistant foreman Charles P. Bender, and his wife, Edna, initially rented the house, which they purchased in 1924.",,,,,,,,,Outstanding; Local Landmark,41.670251,-86.239724,38,nd-sb-00452
ND-SB-00453,Whitcomb House,1920,557 Edgewater Drive,Prairie Style,,Edgewater Place,,"Leslie Whitcomb, a partner in the Whitcomb and Keller Corporation, bought this house after his company built it in 1920. He and Mr. Keller had been in this partnership since 1892. Together, their corporation was responsible for much of the residential development in South Bend.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4748.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4749.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Outstanding; Local Landmark,41.670126,-86.239535,37,nd-sb-00453
ND-SB-00454,Keller House,1920,815 Arch Avenue,Tudor Revival,,Edgewater Place,,"Constructed by co-owner of the Whitcomb and Keller Corporation, Fred W. Keller, in 1920.  He lived here until 1927. It was then purchased by James B. Coleman, president of the Service Printing Company.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4667.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4668.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Outstanding; Local Landmark,41.669992,-86.239426,36,nd-sb-00454
ND-SB-00477,,1920,721 Lincolnway East,Colonial Revival,,Edgewater Place,,"Whitcomb and Keller built this house in 1920 to be used as rental property. In 1938, the house was purchased by William S. Phillips, owner of Phillips Insurance Agency, a home based business. The commercial addition to the structure was added in 1951, to accommodate his growing business. Most of that addition was removed in 2001 by a new owner, and that space was converted to a walled garden, with much of the original facade being restored at that time.",,,,,,,,,Non-contributing,41.669101,-86.240569,9,nd-sb-00477
ND-SB-00478,Freeman House,1924,725 Lincolnway East,American Foursquare,,Edgewater Place,,"Victor Freeman, a salesman for the Studebaker Corporation, and his wife, Anna, had this house built in 1924. They stayed here until 1932, when they sold the property to Adolph R. Mayerfield, who was the proprietor and owner of Newman's, a women's clothing store in South Bend. He used the house as a rental until 1944, when it was purchased by Edith and Charles Crum.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4754.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4755.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.66902,-86.240456,8,nd-sb-00478
